Data,EOL,EOL_CAT,HID,HID_CAT,NUC,NUC_CAT,TER,TER_CAT,SIN-DM,SIN-DM_CAT,SIN-EA,SIN-EA_CAT,PLD,PLD_CAT,Preco,Preco_CAT,Preco_L,Preco_L_CAT
2017-04-30,0.03665249837324782,3,-0.007466366702682938,1,-0.024995638741327077,0,0.034430079809039914,3,0.0026982175951473166,3,-0.03555200991377424,0,0.11835506639498106,4,0.05735935583404305,4,0.002876563665003831,2
2017-05-31,0.012408380320494407,1,-0.015018056357644501,0,0.0029874674773771818,2,0.014180702589322875,3,-0.008045548831318423,0,-0.0410960140380407,0,0.08879848755114493,4,0.0345998028605171,3,0.0033441607105716676,2
2017-06-30,0.017234012862337073,2,-0.005649395435483778,1,0.034762134905946866,4,0.0190600796056351,3,0.0006550897823332933,1,-0.028626177767790858,0,0.05118415308031021,3,0.022949868230355736,3,0.004785264023033508,2
2017-07-31,0.01729640829502712,2,-0.004662672580570139,1,0.011218432680751482,3,0.013909899641949918,3,0.0008182279462297879,1,-0.01785578255280808,1,0.02244860477613648,3,0.020880001845127276,3,0.007051240005298669,3
2017-08-31,0.009408230892094513,1,-0.003119205769049382,1,-0.015296321263141316,1,0.004257021197620192,2,-0.0006311772720026985,1,-0.004346201846069414,1,0.015229665715041665,2,0.01740341501571004,2,0.005952086001423353,3
2017-09-30,0.008060543674319569,1,0.01169809336256644,4,-0.01598076561738062,0,0.005734914811690802,2,0.010173991800050245,4,0.01590854858015916,3,0.007985517053283903,2,0.008842183336258122,2,0.003920372760417134,2
2017-10-31,0.0055255355195308505,0,0.006473647894420014,3,-0.013710697798947073,1,-0.013423408090055648,1,0.002268169362339656,2,0.01234954731271566,3,-0.03237153252724541,1,-0.03151500783584273,1,0.0010534060423773445,2
2017-11-30,0.0088540238467568,1,-0.007144786941100971,1,-0.008034291318587114,1,-0.026094170051432695,1,-0.009398860591585517,0,0.00047422417004642413,2,-0.044964136067817365,1,-0.031324113206112225,1,-0.0009590687836246687,1
2017-12-31,0.03330878465213951,3,0.004885223025968162,3,0.020404647913354265,4,0.00990875403398093,3,0.008583170903507131,4,0.015464363067616487,3,0.03548470726143961,3,0.029943413439579677,3,0.0013799216531240825,2
2018-01-31,0.02247738906819157,2,-0.003114495134006379,1,0.00748277650426363,3,0.009361627957766771,3,0.0007263901156856124,1,-0.0012143331015115513,2,0.07484838146398899,4,0.05679957658679564,4,0.004626273450049414,2
2018-02-28,0.00782004081214479,0,-0.007455569099117456,1,-0.0009218773359308418,2,-0.015945248445873344,1,-0.00805151613058721,0,-0.012624081587599376,1,0.027196174420779012,3,0.05128965168551001,3,0.006328203851950254,3
2018-03-31,0.01187220483110155,1,0.001823629064235822,2,0.02584547402698154,4,-0.01450766609928718,1,0.0003156013243412966,1,0.0034767398612652856,2,-0.005902661020311156,2,0.018859988342055618,3,0.004990434428214555,2
2018-04-30,0.0039991235771024555,0,0.006085023582680079,3,0.020551797008717145,4,-0.028400142061957703,0,0.00031420009447480823,1,0.010973917014612066,2,-0.037051530328546176,1,-0.02682780682600908,1,0.002296715795836995,2
2018-05-31,0.010975044792912975,1,0.011997779213849072,4,-0.010421104724984738,1,-0.04880477187952327,0,0.0009118623156699589,2,0.015659940727837832,3,-0.06966522856295615,0,-0.03787979978969606,1,0.001174865637529822,2
2018-06-30,0.01701109310156097,2,0.0133912403201389,4,-0.01207932513658183,1,-0.05599632052476852,0,0.0026786268980962696,3,0.021102513357690714,3,-0.060803363377048274,1,-0.021186467610696202,1,0.0008592773029540459,2
2018-07-31,0.011155449424476138,1,0.011678972204397403,4,0.002426369705211708,2,-0.03783241280931926,0,0.005398001879660132,3,0.013855260386986961,3,-0.020395448676467434,2,0.018537556587066965,3,0.002756533247372223,2
2018-08-31,0.007609121734161289,0,0.005332191809961561,3,0.019026473279676544,4,-0.005033204788614899,2,0.0050652549592527865,3,-0.0041541646611597165,1,0.03856952165539313,3,0.03805411521548062,3,0.0067616954328411655,3
2018-09-30,0.005108829595353893,0,-0.0006280507394610755,2,0.0289043421330122,4,0.0014954749312001425,2,0.0018817110104552906,2,-0.0070955653476573845,1,0.0375868130896689,3,0.014694246454587683,2,0.0069083578627434075,3
2018-10-31,0.0030483907881135998,0,0.0007437475309530866,2,-0.0027084209345646895,2,-0.005441746543868014,2,0.0008620653291535384,2,0.0002573033598398305,2,0.011527735969371428,2,0.009387099983028026,2,0.005619267367322315,3
2018-11-30,0.0015476073503444502,0,0.0058777426044640015,3,-0.03270014176145336,0,-0.0071310636756253005,1,0.0023102967999626086,3,0.008778664003749504,2,-0.015854423539314915,2,-0.00438617047314299,2,0.0049807802048092795,2
2018-12-31,0.01120302482435466,1,0.008183537904096889,3,-0.02044091855519329,0,-0.026952853902931777,0,0.0020691520560790905,2,0.021896017049330307,4,-0.078756632009283,0,-0.03831567014858385,1,0.0020760310381999396,2
2019-01-31,0.012126927773926098,1,0.004667739494197459,3,-0.0007681679192417081,2,-0.03216866449204408,0,0.00010323965448116911,1,0.028080588055053306,4,-0.10440722462556909,0,-0.05748679671188529,0,-0.00025363216892545446,2
2019-02-28,0.03008139548166789,3,0.007434298385450793,3,0.010739077750211256,3,0.000662216180009467,2,0.00864084241478057,4,0.03745488002256006,4,-0.09593213797976086,0,-0.06831565107103417,0,-0.0014855073160782819,1
2019-03-31,0.020543174782193807,2,0.00040131034764171364,2,-8.226805239042046e-05,2,-0.008667829674045302,1,0.0008778984756706013,2,0.025020984522849423,4,-0.09410489428968832,0,-0.051783149982948404,1,-0.000939230690591007,2
2019-04-30,0.006483123094490008,0,-0.008595291495672522,0,-0.008260434961700265,1,-0.005870062260140002,2,-0.006852934566537722,0,0.005598957548177055,2,-0.050063417600756506,1,0.0010947018548172899,2,0.000785477027538812,2
2019-05-31,0.021457000595571263,2,0.002109078779827761,2,0.027341822322394883,4,0.055704240491954785,4,0.011502373258603286,4,0.007728488725247143,2,0.041005731098880636,3,0.0389541186703316,3,0.0021072126479486615,2
2019-06-30,0.012232206315607279,1,-0.012500746386155595,0,0.016306149113748593,4,0.057175827757845535,4,-0.0008300699664639809,1,-0.010941565524145963,1,0.06887912423963843,4,0.036026875473988966,3,0.0030260009664841406,2
2019-07-31,-0.008600946830646496,0,-0.022328405970675827,0,-0.01571534750455594,1,0.039639380876573864,4,-0.013385595940486255,0,-0.02043584743566392,1,0.05349305934616357,3,-0.0025111537438519634,2,0.0023381086792787736,2
2019-08-31,-0.0035459970192079603,0,0.006978999779225392,3,-0.014231698143610354,1,0.02383504570645041,3,0.0060446928715669835,3,0.010350525905559023,2,-0.02755273281968395,1,-0.046265898118895886,1,-0.0007459139693429098,2
2019-09-30,0.004054978338520509,0,0.0003938537709085812,2,-0.013939249223695063,1,-0.010199171365150876,1,-0.003622138262874868,0,0.01697349363013395,3,-0.08134063001352158,0,-0.059900388230831506,0,-0.00432091735515834,1
2019-10-31,-0.0026342839296308418,0,-0.017938862287216428,0,0.004571934151233189,3,-0.01722078190288637,1,-0.015533881809080437,0,0.011802781205514598,2,-0.05879149869880446,1,-0.06791945090168351,0,-0.008959878008692882,1
2019-11-30,0.00940586400290577,1,-0.0026744445339359816,1,0.04248892066994758,4,-0.002591561550067972,2,0.003182525127471182,3,0.034392463019511925,4,-0.04342410798156363,1,-0.061533611996394,0,-0.013719229628250165,1
2019-12-31,-0.002569390927514081,0,-0.00814389196689166,0,0.003796045146157033,2,-0.004072448150577733,2,-0.0031592692196896264,0,0.017206252923425806,3,-0.005997307100945612,2,-0.04569917500058397,1,-0.014932869324425502,1
2020-01-31,-0.005577500707141024,0,-0.008078344974616956,0,-0.053276820220627526,0,-0.021575774022488937,1,-0.009130934011880603,0,0.0012848538042493222,2,-0.013482224587579377,2,-0.05117690935210165,1,-0.014891084216476606,1
2020-02-29,0.01025537849830504,1,0.010008390469017789,4,-0.050706573205549964,0,-0.040436191755339135,0,0.0027337300020107945,3,0.015370201986451669,3,-0.056433652850273346,1,-0.056295771700398727,0,-0.0153562164163515,1
2020-03-31,0.01027157687619434,1,0.01170794779170685,4,-0.02539556698455314,0,-0.04955213991945653,0,0.0031494664740959128,3,0.014691085156784031,3,-0.06516379263803175,0,-0.04486909893446019,1,-0.01214021471370194,1
2020-04-30,0.010697204491270526,1,0.014887729858489414,4,0.0052184628245124575,3,-0.007170254094669357,1,0.011573828234522243,4,0.015972569289596488,3,-0.026759435613842995,1,-0.02335582611077283,1,-0.008305714899629774,1
2020-05-31,0.0007242183494366594,0,-0.0011115267562089733,2,-0.006560855454920358,1,0.012439037674591532,3,0.001461001640418067,2,0.005862022342641333,2,0.05292692588767146,3,0.022621753186976592,3,-0.006159597755562142,1
2020-06-30,-0.00047644188413190004,0,-0.01209661857639797,0,-0.018498480367082907,0,0.006485214575538345,3,-0.0070922795304537625,0,-0.003198035522226325,1,0.05665550748206692,3,0.028515886000405607,3,-0.004007339499968511,1
2020-07-31,0.03781756457885018,3,0.004994095679658939,3,0.016058574241260195,4,0.02981190975656804,3,0.012437650124103793,4,0.009627301978452475,2,-0.010569229860191686,2,0.00010040721638027682,2,-0.004037790224878312,1
2020-08-31,0.03772670321780834,3,-0.00801212951449088,1,0.022255636841224388,4,0.01839698002449745,3,0.001236129189212307,2,-0.0005618252915444832,2,-0.01756410651754345,2,0.007426867617765314,2,-0.004374235857358725,1
2020-09-30,0.01425084438331674,1,-0.0131185132644251,0,0.0038836212780373473,2,0.010839703773207325,3,-0.006765002007727972,0,-0.01639895449516443,1,0.009463352490568719,2,0.01814257705487258,3,-0.003266862053174177,1
